Articolo Venduto,Date,Articolo - Listino,Colore,Taglia,Categoria,Genere,Posto,CASH,Sconto,Prezzo vendita,Costo acquisto + IVA,Netto,Margine %,Inventario,Prezzo di acquisto," IVA",Prezzo listino,IVA %,Margine,Costo,Prezzo di vendita,Data,Variazione prezzo
100g,"October 11, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Rosso,M,100G,Donna,Colle Val D'Elsa,No,-10,55,31.65,23.35,1.665789473684,,19,12.65,45,,,,,,
100g,"October 11, 2024",HeD CS Lungo (https://www.notion.so/HeD-CS-Lungo-beb5984dce484c44a9df34a8ba10a7ea?pvs=21),Celeste,52,100G,Donna,Colle Val D'Elsa,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
Spolverini,"October 11, 2024",35 Sport (https://www.notion.so/35-Sport-116f56f3c32b802f9036ec440af7f84e?pvs=21),Bianco,XL,Spolverini,Donna,Colle Val D'Elsa,No,,35,20.05,14.95,1.670833333333,,12,8.05,35,,,,,,
Spolverini,"October 11, 2024",35 Svasato ER (https://www.notion.so/35-Svasato-ER-116f56f3c32b8084a1d3dad704d4678e?pvs=21),Bianco,55,Spolverini,Donna,Colle Val D'Elsa,No,,35,23.55,11.45,1.51935483871,,15.5,8.05,35,,,,,,
Neopreme,"October 11, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Blu,M,Neoprene,Donna,Colle Val D'Elsa,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
K-Way,"October 11, 2024",K-Way Peso Lungo (https://www.notion.so/K-Way-Peso-Lungo-1cc1df5fab6a4ce6b6e1ab92b6cfdf89?pvs=21),Nero,S,K-Way,Donna,Colle Val D'Elsa,No,,65,36.95,28.05,1.679545454545,,22,14.95,65,,,,,,
Eco Pelle,"October 11, 2024",Ecopelle Plus (https://www.notion.so/Ecopelle-Plus-7b23a2f147e34961aa46a10525157900?pvs=21),Nero,XL,Eco Pelle,Donna,Colle Val D'Elsa,No,,45,28.35,16.65,1.575,,18,10.35,45,,,,,,
Trench,"October 11, 2024",Trench  (https://www.notion.so/Trench-4187412f2502401ea8e8f9463c24fafe?pvs=21),Blu,M,Trench,Donna,Colle Val D'Elsa,No,,65,36.95,28.05,1.679545454545,,22,14.95,65,,,,,,
Pelle Barone,"October 11, 2024",Pelle Irina Plus (https://www.notion.so/Pelle-Irina-Plus-116f56f3c32b80f49398d209aada5b0b?pvs=21),Nero,2XL,Pelle,Donna,Colle Val D'Elsa,No,19,190,143.7,46.3,1.437,,100,43.7,209,,,,,,
Pelle Barone,"October 11, 2024",Pelle Chiodo Donna (https://www.notion.so/Pelle-Chiodo-Donna-115f56f3c32b80a49a9dc3a864003fe1?pvs=21),Nero,M,Pelle,Donna,Colle Val D'Elsa,No,19,240,160.2,79.8,1.525714285714,,105,55.2,259,,,,,,
100g,"October 5, 2024",Fly Rush (https://www.notion.so/Fly-Rush-115f56f3c32b80afb634cb94d88db3ab?pvs=21),Celeste,L,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 5, 2024",Fly Rush (https://www.notion.so/Fly-Rush-115f56f3c32b80afb634cb94d88db3ab?pvs=21),Celeste,XL,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 5, 2024",HeD CS Plus (https://www.notion.so/HeD-CS-Plus-591d14c6e4834b398952642f11b0a12d?pvs=21),Cipolla,48,100G,Donna,Scandicci,No,,55,34.65,20.35,1.575,,22,12.65,55,,,,,,
100g,"October 5, 2024",HeD CS Plus (https://www.notion.so/HeD-CS-Plus-591d14c6e4834b398952642f11b0a12d?pvs=21),Cipolla,50,100G,Donna,Scandicci,No,,55,34.65,20.35,1.575,,22,12.65,55,,,,,,
100g,"October 5, 2024",HeD CS Plus (https://www.notion.so/HeD-CS-Plus-591d14c6e4834b398952642f11b0a12d?pvs=21),Cipolla,52,100G,Donna,Scandicci,No,,55,34.65,20.35,1.575,,22,12.65,55,,,,,,
100g,"October 5, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Blu,48,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g,"October 5, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Blu,50,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g,"October 5, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,L,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 5, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,XL,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 5, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,2XL,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 5, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Bianco,2XL,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 5, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Verde Fluo,3XL,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 5, 2024",HeD Giacca Easy (https://www.notion.so/HeD-Giacca-Easy-68549e24118149509115732ea36aa727?pvs=21),Nero,54,100G,Donna,Scandicci,No,,35,23.05,11.95,1.536666666667,,15,8.05,35,,,,,,
100g,"October 5, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Nero,M,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 5, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Nero,L,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 5, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Nero,XL,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 5, 2024",Uomo Easy (https://www.notion.so/Uomo-Easy-115f56f3c32b8023a932cce9ee960e0c?pvs=21),Nero,2XL,100G,Uomo,Scandicci,No,,35,13.05,21.95,2.61,,5,8.05,35,,,,,,
Spolverini,"October 5, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Blu,S,Spolverini,Unisex,Scandicci,No,,25,15.75,9.25,1.575,,10,5.75,25,,,,,,
100g,"October 5, 2024",Uomo Easy (https://www.notion.so/Uomo-Easy-115f56f3c32b8023a932cce9ee960e0c?pvs=21),Blu,2XL,100G,Uomo,Scandicci,No,,35,13.05,21.95,2.61,,5,8.05,35,,,,,,
Spolverini,"October 5, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Blu,M,Spolverini,Unisex,Scandicci,No,,25,15.75,9.25,1.575,,10,5.75,25,,,,,,
Spolverini,"October 5, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Salvia,L,Spolverini,Unisex,Scandicci,No,,25,15.75,9.25,1.575,,10,5.75,25,,,,,,
Spolverini,"October 5, 2024",35 Sport (https://www.notion.so/35-Sport-116f56f3c32b802f9036ec440af7f84e?pvs=21),Bianco,L,Spolverini,Donna,Scandicci,No,,35,20.05,14.95,1.670833333333,,12,8.05,35,,,,,,
Spolverini,"October 5, 2024",35 Sport (https://www.notion.so/35-Sport-116f56f3c32b802f9036ec440af7f84e?pvs=21),Blu,M,Spolverini,Donna,Scandicci,No,,35,20.05,14.95,1.670833333333,,12,8.05,35,,,,,,
Gilet,"October 5, 2024",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Blu,2XL,Gilet,Donna,Scandicci,No,,25,15.75,9.25,1.575,,10,5.75,25,,,,,,
Gilet,"October 5, 2024",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Blu,L,Gilet,Donna,Scandicci,No,,25,15.75,9.25,1.575,,10,5.75,25,,,,,,
Gilet,"October 5, 2024",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Nero,L,Gilet,Donna,Scandicci,No,,25,15.75,9.25,1.575,,10,5.75,25,,,,,,
Gilet,"October 5, 2024",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Beige,S,Gilet,Donna,Scandicci,No,,25,15.75,9.25,1.575,,10,5.75,25,,,,,,
Gilet,"October 5, 2024",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Beige,3XL,Gilet,Donna,Scandicci,No,,25,15.75,9.25,1.575,,10,5.75,25,,,,,,
Parka,"October 5, 2024",Parka Invernale (https://www.notion.so/Parka-Invernale-116f56f3c32b8043a303c837a7dc2b01?pvs=21),Verde,S,Parka,Donna,Scandicci,No,,60,28.8,31.2,1.92,,15,13.8,60,,,,,,
Impermeabili,"October 5, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Nero,L,Impermeabili,Donna,Scandicci,No,,65,39.95,25.05,1.598,,25,14.95,65,,,,,,
Impermeabili,"October 5, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Nero,XL,Impermeabili,Donna,Scandicci,No,,65,39.95,25.05,1.598,,25,14.95,65,,,,,,
Impermeabili,"October 5, 2024",75 Slim (https://www.notion.so/75-Slim-115f56f3c32b80d6833fca946b0c068d?pvs=21),Verde,L,Impermeabili,Donna,Scandicci,No,,75,42.25,32.75,1.69,,25,17.25,75,,,,,,
Impermeabili,"October 5, 2024",85 Peso (https://www.notion.so/85-Peso-115f56f3c32b8018b72bf77aa5407c14?pvs=21),Blu,M,Impermeabili,Donna,Scandicci,No,,85,47.55,37.45,1.698214285714,,28,19.55,85,,,,,,
Neopreme,"October 5, 2024","Neoprene Corto IS (https://www.notion.so/Neoprene-Corto-IS-117f56f3c32b8022bd9dcac86ea5d10c?pvs=21), Neoprene Corto IS Pelo (https://www.notion.so/Neoprene-Corto-IS-Pelo-138f56f3c32b80208f62db90ba6c1db2?pvs=21)",Nero,L,Neoprene,Donna,Scandicci,No,,150,94.5,55.5,1.575,,60,34.5,150,,,,,,
Neopreme,"October 5, 2024",Neoprene Lungo IS (https://www.notion.so/Neoprene-Lungo-IS-115f56f3c32b80639e13f56076072178?pvs=21),Nero,47,Neoprene,Donna,Scandicci,No,,85,51.55,33.45,1.6109375,,32,19.55,85,,,,,,
Neopreme,"October 5, 2024",Neoprene Lungo IS (https://www.notion.so/Neoprene-Lungo-IS-115f56f3c32b80639e13f56076072178?pvs=21),Nero,49,Neoprene,Donna,Scandicci,No,,85,51.55,33.45,1.6109375,,32,19.55,85,,,,,,
Neopreme,"October 5, 2024",Neoprene Lungo IS (https://www.notion.so/Neoprene-Lungo-IS-115f56f3c32b80639e13f56076072178?pvs=21),Nero,XL,Neoprene,Donna,Scandicci,No,,85,51.55,33.45,1.6109375,,32,19.55,85,,,,,,
Neopreme,"October 5, 2024",Neoprene Lungo IS (https://www.notion.so/Neoprene-Lungo-IS-115f56f3c32b80639e13f56076072178?pvs=21),Nero,2XL,Neoprene,Donna,Scandicci,No,,85,51.55,33.45,1.6109375,,32,19.55,85,,,,,,
Neopreme,"October 5, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,M,Neoprene,Donna,Scandicci,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Neopreme,"October 5, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,L,Neoprene,Donna,Scandicci,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
100g Anon,"October 5, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g Anon,"October 7, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Cure,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g Anon,"October 7, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Cure,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g Anon,"October 7, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Cure,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g Anon,"October 7, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Cure,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g Anon,"October 7, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Cure,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g Anon,"October 7, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Cure,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g Anon,"October 7, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Cure,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g Anon,"October 7, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Cure,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g Anon,"October 7, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Cure,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g,"October 13, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Blu,2XL,100G,Donna,Conegliano,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 13, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Bianco,L,100G,Donna,Conegliano,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 13, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Blu,2XL,100G,Donna,Conegliano,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 13, 2024",Fly CS 2 (https://www.notion.so/Fly-CS-2-11ef56f3c32b802b8d8fd5039562a991?pvs=21),Blu,L,100G,Donna,Conegliano,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 13, 2024",Fly CS 2 (https://www.notion.so/Fly-CS-2-11ef56f3c32b802b8d8fd5039562a991?pvs=21),Blu,2XL,100G,Donna,Conegliano,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 13, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Rosa,44,100G,Donna,Conegliano,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g,"October 13, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Blu,48,100G,Donna,Conegliano,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g,"October 13, 2024",HeD CS Lungo (https://www.notion.so/HeD-CS-Lungo-beb5984dce484c44a9df34a8ba10a7ea?pvs=21),Celeste,48,100G,Donna,Conegliano,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g,"October 13, 2024",Trapezio 3/4 (https://www.notion.so/Trapezio-3-4-115f56f3c32b80a09c1cf19a7e3a427f?pvs=21),Lilla,44,100G,Donna,Conegliano,No,,45,28.35,16.65,1.575,,18,10.35,45,,,,,,
100g,"October 13, 2024",Stock (https://www.notion.so/Stock-115f56f3c32b803aa8fcc14ce3dd80aa?pvs=21),Blu,52,100G,Donna,Conegliano,No,,35,18.05,16.95,1.805,,10,8.05,35,,,,,,
100g,"October 13, 2024",HeD CS Plus (https://www.notion.so/HeD-CS-Plus-591d14c6e4834b398952642f11b0a12d?pvs=21),Cipolla,50,100G,Donna,Conegliano,No,,55,34.65,20.35,1.575,,22,12.65,55,,,,,,
100g,"October 13, 2024",HeD CS Plus (https://www.notion.so/HeD-CS-Plus-591d14c6e4834b398952642f11b0a12d?pvs=21),Bianco,52,100G,Donna,Conegliano,No,,55,34.65,20.35,1.575,,22,12.65,55,,,,,,
100g,"October 13, 2024",HeD CS Plus (https://www.notion.so/HeD-CS-Plus-591d14c6e4834b398952642f11b0a12d?pvs=21),Cipolla,52,100G,Donna,Conegliano,No,,55,34.65,20.35,1.575,,22,12.65,55,,,,,,
100g,"October 13, 2024",HeD CS Plus (https://www.notion.so/HeD-CS-Plus-591d14c6e4834b398952642f11b0a12d?pvs=21),Cipolla,52,100G,Donna,Conegliano,No,,55,34.65,20.35,1.575,,22,12.65,55,,,,,,
100g,"October 13, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Verde Fluo,M,100G,Donna,Conegliano,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
Neopreme/Piumino,"October 13, 2024",Neoprene Corto Middle (https://www.notion.so/Neoprene-Corto-Middle-11cf56f3c32b800ab85cc6a28eaf824f?pvs=21),Nero,XL,Neoprene,Donna,Conegliano,No,,65,39.95,25.05,1.598,,25,14.95,65,,,,,,
Spolverini,"October 13, 2024",35 Sport (https://www.notion.so/35-Sport-116f56f3c32b802f9036ec440af7f84e?pvs=21),Salmone,XL,Spolverini,Donna,Conegliano,No,,35,20.05,14.95,1.670833333333,,12,8.05,35,,,,,,
Impermeabili,"October 13, 2024",85 Peso (https://www.notion.so/85-Peso-115f56f3c32b8018b72bf77aa5407c14?pvs=21),Tortora,S,Impermeabili,Donna,Conegliano,No,,85,47.55,37.45,1.698214285714,,28,19.55,85,,,,,,
Impermeabili,"October 13, 2024",85 Peso (https://www.notion.so/85-Peso-115f56f3c32b8018b72bf77aa5407c14?pvs=21),Verde Acido,XL,Impermeabili,Donna,Conegliano,No,,85,47.55,37.45,1.698214285714,,28,19.55,85,,,,,,
Impermeabili,"October 13, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Fucsia,M,Impermeabili,Donna,Conegliano,No,,65,39.95,25.05,1.598,,25,14.95,65,,,,,,
Impermeabili,"October 13, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Blu,M,Impermeabili,Donna,Conegliano,No,,65,39.95,25.05,1.598,,25,14.95,65,,,,,,
Impermeabili,"October 13, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Blu,L,Impermeabili,Donna,Conegliano,No,,65,39.95,25.05,1.598,,25,14.95,65,,,,,,
Impermeabili,"October 13, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Blu,XL,Impermeabili,Donna,Conegliano,No,,65,39.95,25.05,1.598,,25,14.95,65,,,,,,
Neopreme,"October 13, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,47,Neoprene,Donna,Conegliano,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Neopreme,"October 13, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,53,Neoprene,Donna,Conegliano,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Neopreme,"October 13, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,2XL,Neoprene,Donna,Conegliano,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Neopreme/Piumino,"October 13, 2024","Neoprene Corto Fly (https://www.notion.so/Neoprene-Corto-Fly-11ef56f3c32b809a8b3ef8ea4071a00c?pvs=21), Neoprene Lungo Fly (https://www.notion.so/Neoprene-Lungo-Fly-138f56f3c32b80a5884df86c3cbb20ae?pvs=21)",Nero,S,Neoprene,Donna,Conegliano,No,,140,87.2,52.8,1.585454545455,,55,32.2,140,,,,,,
Neopreme,"October 13, 2024",Neoprene Corto Rov. (https://www.notion.so/Neoprene-Corto-Rov-117f56f3c32b80adbb1cc9a4abc52c71?pvs=21),Nero,XL,Neoprene,Donna,Conegliano,No,,65,39.95,25.05,1.598,,25,14.95,65,,,,,,
Pelle Barone,"October 13, 2024",Pelle Elton Colletto (https://www.notion.so/Pelle-Elton-Colletto-115f56f3c32b804c92a2e17de14a2f2a?pvs=21),Marrone,XL,Pelle,Uomo,Conegliano,No,29,260,181.8,78.2,1.490163934426,,122,59.8,289,,,,,,
Pelle Barone,"October 13, 2024",Pelle Massi (https://www.notion.so/Pelle-Massi-115f56f3c32b806f8034c1f1e39eba3b?pvs=21),Marrone,XL,Pelle,Uomo,Conegliano,No,9,240,165.2,74.8,1.501818181818,,110,55.2,249,,,,,,
Pelle Barone,"October 13, 2024",Pelle Sofia Plus (https://www.notion.so/Pelle-Sofia-Plus-116f56f3c32b807ba301d74d2ea963df?pvs=21),Nero,2XL,Pelle,Donna,Conegliano,No,,269,171.87,97.13,1.562454545455,,110,61.87,269,,,,,,
Pelle Barone,"October 13, 2024",Pelle Elton (https://www.notion.so/Pelle-Elton-115f56f3c32b8053bad4e2f5284816d1?pvs=21),Nero,5XL,Pelle,Donna,Conegliano,No,,279,186.17,92.83,1.525983606557,,122,64.17,279,,,,,,
Parka,"October 13, 2024",Parka Invernale (https://www.notion.so/Parka-Invernale-116f56f3c32b8043a303c837a7dc2b01?pvs=21),Verde,S,Parka,Donna,Conegliano,No,,60,28.8,31.2,1.92,,15,13.8,60,,,,,,
Parka,"October 13, 2024",Parka Invernale (https://www.notion.so/Parka-Invernale-116f56f3c32b8043a303c837a7dc2b01?pvs=21),Verde,S,Parka,Uomo,Conegliano,No,,60,28.8,31.2,1.92,,15,13.8,60,,,,,,
Parka,"October 13, 2024",Parka Invernale (https://www.notion.so/Parka-Invernale-116f56f3c32b8043a303c837a7dc2b01?pvs=21),Verde,S,Parka,Uomo,Conegliano,No,,60,28.8,31.2,1.92,,15,13.8,60,,,,,,
Parka,"October 13, 2024",Parka Invernale (https://www.notion.so/Parka-Invernale-116f56f3c32b8043a303c837a7dc2b01?pvs=21),Blu,L,Parka,Uomo,Conegliano,No,,60,28.8,31.2,1.92,,15,13.8,60,,,,,,
Piumino,"October 13, 2024",Foce (https://www.notion.so/Foce-683e895e0b7d449d9ba1416125632587?pvs=21),Nero,44,Piumino,Donna,Conegliano,No,-80,180,51.4,128.6,5.14,,10,41.4,100,,,,,,
Pelliccia,"October 13, 2024",Pelliccia (https://www.notion.so/Pelliccia-116f56f3c32b8013aadac721b2beb71c?pvs=21),Nero,One Size,Pelliccia,Donna,Conegliano,No,-150,250,62.5,187.5,12.5,,5,57.5,100,,,,,,
100g,"October 13, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Conegliano,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g,"October 13, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Conegliano,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g,"October 13, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Conegliano,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g,"October 13, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Conegliano,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g,"October 13, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Conegliano,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g,"October 13, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Conegliano,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
100g,"October 15, 2024",Easy CS (https://www.notion.so/Easy-CS-115f56f3c32b806dbea2cdebb1d33477?pvs=21),Blu,L,100G,Donna,Campo di Marte,No,,35,23.05,11.95,1.536666666667,,15,8.05,35,,,,,,
100g,"October 15, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Celeste,L,100G,Donna,Campo di Marte,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 15, 2024",Fly CS 2 (https://www.notion.so/Fly-CS-2-11ef56f3c32b802b8d8fd5039562a991?pvs=21),Blu,2XL,100G,Donna,Campo di Marte,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"October 15, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Bianco,XL,100G,Donna,Campo di Marte,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
Spolverini,"October 15, 2024",35 Svasato Light (https://www.notion.so/35-Svasato-Light-118f56f3c32b805da603ed1897eda30d?pvs=21),Bianco,48,Spolverini,Donna,Campo di Marte,No,,35,20.05,14.95,1.670833333333,,12,8.05,35,,,,,,
Spolverini,"October 15, 2024",35 Sport (https://www.notion.so/35-Sport-116f56f3c32b802f9036ec440af7f84e?pvs=21),Bianco,M,Spolverini,Donna,Campo di Marte,No,,35,20.05,14.95,1.670833333333,,12,8.05,35,,,,,,
