Articolo Venduto,Date,Articolo - Listino,Colore,Taglia,Categoria,Genere,Posto,CASH,Sconto,Prezzo vendita,Costo acquisto + IVA,Netto,Margine %,Inventario,Prezzo di acquisto," IVA",Prezzo listino,IVA %,Margine,Costo,Prezzo di vendita,Data,Variazione prezzo
Neoprene Anon,"December 18, 2024",Neoprene Anon (https://www.notion.so/Neoprene-Anon-15df56f3c32b8008a7f5f69e9465a121?pvs=21),ANON,ANON,Neoprene,Donna,Siena,No,,75,47.25,27.75,1.575,,30,17.25,75,,,,,,
Neoprene,"December 20, 2024",Neoprene Lungo Rov. (S2) (https://www.notion.so/Neoprene-Lungo-Rov-S2-156f56f3c32b804fb0eddcea3a79f631?pvs=21),Nero,L,Neoprene,Donna,Colle Val D'Elsa,No,,75,47.25,27.75,1.575,,30,17.25,75,,,,,,
Neoprene,"December 20, 2024",Neoprene Lungo Rov. (S2) (https://www.notion.so/Neoprene-Lungo-Rov-S2-156f56f3c32b804fb0eddcea3a79f631?pvs=21),Nero,XL,Neoprene,Donna,Colle Val D'Elsa,No,,75,47.25,27.75,1.575,,30,17.25,75,,,,,,
Neoprene,"December 20, 2024",Neoprene Lungo Rov. (S2) (https://www.notion.so/Neoprene-Lungo-Rov-S2-156f56f3c32b804fb0eddcea3a79f631?pvs=21),Nero,49,Neoprene,Donna,Colle Val D'Elsa,No,,75,47.25,27.75,1.575,,30,17.25,75,,,,,,
Neoprene,"December 20, 2024",Neoprene Corto IS Pelo (https://www.notion.so/Neoprene-Corto-IS-Pelo-138f56f3c32b80208f62db90ba6c1db2?pvs=21),Bianco,XL,Neoprene,Donna,Colle Val D'Elsa,No,,75,49.25,25.75,1.5390625,,32,17.25,75,,,,,,
Neoprene,"December 20, 2024",Neoprene Corto Middle (https://www.notion.so/Neoprene-Corto-Middle-11cf56f3c32b800ab85cc6a28eaf824f?pvs=21),Nero,L,Neoprene,Donna,Colle Val D'Elsa,No,,65,39.95,25.05,1.598,,25,14.95,65,,,,,,
Abbigliamento,"December 20, 2024",ABB STK 25 (https://www.notion.so/ABB-STK-25-15df56f3c32b80d0b8a8d377d29e8972?pvs=21),Nero,M,Abbigliamento,Donna,Colle Val D'Elsa,No,,25,10.75,14.25,2.15,,5,5.75,25,,,,,,
Abbigliamento,"December 20, 2024",Lana Merino (https://www.notion.so/Lana-Merino-154f56f3c32b8015b1fafc3cedf6d6fe?pvs=21),Nero,M,Abbigliamento,Donna,Colle Val D'Elsa,No,,35,13.05,21.95,2.61,,5,8.05,35,,,,,,
Abbigliamento,"December 20, 2024",ABB STK 25 (https://www.notion.so/ABB-STK-25-15df56f3c32b80d0b8a8d377d29e8972?pvs=21),Nero,52,Abbigliamento,Donna,Colle Val D'Elsa,No,-20,45,15.35,29.65,3.07,,5,10.35,25,,,,,,
Neoprene,"December 22, 2024",Neoprene Lungo Rov. 2 (https://www.notion.so/Neoprene-Lungo-Rov-2-154f56f3c32b80a6805de2b818ce69fb?pvs=21),Bianco,2XL,Neoprene,Donna,Roma Colli Albani,No,,85,52.55,32.45,1.592424242424,,33,19.55,85,,,,,,
Neoprene,"December 22, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,53,Neoprene,Donna,Roma Colli Albani,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Neoprene,"December 22, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,L,Neoprene,Donna,Roma Colli Albani,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Neoprene,"December 22, 2024",Neoprene Lungo Fly (https://www.notion.so/Neoprene-Lungo-Fly-138f56f3c32b80a5884df86c3cbb20ae?pvs=21),Nero,L,Neoprene,Donna,Roma Colli Albani,No,,75,47.25,27.75,1.575,,30,17.25,75,,,,,,
Neoprene,"December 22, 2024",Neoprene Uomo IS (https://www.notion.so/Neoprene-Uomo-IS-15df56f3c32b8013b2f9f75ec827a1f4?pvs=21),Nero,L,Neoprene,Uomo,Roma Colli Albani,No,,85,52.55,32.45,1.592424242424,,33,19.55,85,,,,,,
Neoprene,"December 22, 2024",Neoprene Uomo IS (https://www.notion.so/Neoprene-Uomo-IS-15df56f3c32b8013b2f9f75ec827a1f4?pvs=21),Blu,XL,Neoprene,Uomo,Roma Colli Albani,No,,85,52.55,32.45,1.592424242424,,33,19.55,85,,,,,,
Neoprene,"December 22, 2024",Neoprene Corto IS (https://www.notion.so/Neoprene-Corto-IS-117f56f3c32b8022bd9dcac86ea5d10c?pvs=21),Verde,L,Neoprene,Uomo,Roma Colli Albani,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Neoprene,"December 22, 2024",Neoprene Scii Rov. (https://www.notion.so/Neoprene-Scii-Rov-144f56f3c32b80d0a5a7efcd1153dc8e?pvs=21),Bianco,L,Neoprene,Uomo,Roma Colli Albani,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Eco Fur,"December 22, 2024",Eco Fur Zip CS Lunga (https://www.notion.so/Eco-Fur-Zip-CS-Lunga-154f56f3c32b80649d61c9148f6ae7c8?pvs=21),Nero,4XL,Eco Fur,Donna,Roma Colli Albani,No,,65,36.95,28.05,1.679545454545,,22,14.95,65,,,,,,
Eco Fur,"December 22, 2024",Eco Fur CAL (https://www.notion.so/Eco-Fur-CAL-14af56f3c32b80f5a151d0b7ff28c916?pvs=21),Nero,49,Eco Fur,Donna,Roma Colli Albani,No,,75,42.25,32.75,1.69,,25,17.25,75,,,,,,
Eco Fur,"December 22, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Nero,L,Eco Fur,Donna,Roma Colli Albani,No,,45,15.35,29.65,3.07,,5,10.35,45,,,,,,
Eco Fur,"December 22, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Nero,M,Eco Fur,Donna,Roma Colli Albani,No,,45,15.35,29.65,3.07,,5,10.35,45,,,,,,
Eco Fur,"December 22, 2024",Eco Fur STK Corta (https://www.notion.so/Eco-Fur-STK-Corta-144f56f3c32b8057ab4cdb6eec5c87ef?pvs=21),Bluette,L,Eco Fur,Donna,Roma Colli Albani,No,,45,15.35,29.65,3.07,,5,10.35,45,,,,,,
100g,"December 22, 2024",Fly CS 2 (https://www.notion.so/Fly-CS-2-11ef56f3c32b802b8d8fd5039562a991?pvs=21),Nero,3XL,100G,Donna,Roma Colli Albani,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
Gilet,"December 22, 2024",Gilet Plus (https://www.notion.so/Gilet-Plus-05bc7eaacdca4102880be1dde048cc44?pvs=21),Nero,48,Gilet,Donna,Roma Colli Albani,No,,30,18.9,11.1,1.575,,12,6.9,30,,,,,,
Invernale Fly,"December 22, 2024",75 Panno (https://www.notion.so/75-Panno-154f56f3c32b80d4aca1d2b2f7429767?pvs=21),Verde Fluo,2XL,Invernale,Donna,Roma Colli Albani,No,,75,47.25,27.75,1.575,,30,17.25,75,,,,,,
Invernale Fly,"December 22, 2024",75 Panno (https://www.notion.so/75-Panno-154f56f3c32b80d4aca1d2b2f7429767?pvs=21),Nero,2XL,Invernale,Donna,Roma Colli Albani,No,,75,47.25,27.75,1.575,,30,17.25,75,,,,,,
Invernale Fly,"December 22, 2024",75 Panno (https://www.notion.so/75-Panno-154f56f3c32b80d4aca1d2b2f7429767?pvs=21),Nero,M,Invernale,Donna,Roma Colli Albani,No,,75,47.25,27.75,1.575,,30,17.25,75,,,,,,
Invernale Fly,"December 22, 2024",85 Peso (https://www.notion.so/85-Peso-115f56f3c32b8018b72bf77aa5407c14?pvs=21),Verde,S,Invernale,Donna,Roma Colli Albani,No,,85,47.55,37.45,1.698214285714,,28,19.55,85,,,,,,
Piumino,"December 22, 2024",Piuma Lungo Zip (https://www.notion.so/Piuma-Lungo-Zip-fe0c9536b9154efab0c7ba41afd5b6ea?pvs=21),Fragola,L,Piumino,Donna,Roma Colli Albani,No,,85,49.55,35.45,1.651666666667,,30,19.55,85,,,,,,
Piumino,"December 22, 2024",Piuma Lungo Zip (https://www.notion.so/Piuma-Lungo-Zip-fe0c9536b9154efab0c7ba41afd5b6ea?pvs=21),Verde,L,Piumino,Donna,Roma Colli Albani,No,,85,49.55,35.45,1.651666666667,,30,19.55,85,,,,,,
Parka,"December 22, 2024",Parka Invernale (https://www.notion.so/Parka-Invernale-116f56f3c32b8043a303c837a7dc2b01?pvs=21),Verde,M,Parka,Donna,Roma Colli Albani,No,,60,28.8,31.2,1.92,,15,13.8,60,,,,,,
Parka,"December 22, 2024",Parka Invernale (https://www.notion.so/Parka-Invernale-116f56f3c32b8043a303c837a7dc2b01?pvs=21),Verde,M,Parka,Uomo,Roma Colli Albani,No,,60,28.8,31.2,1.92,,15,13.8,60,,,,,,
Piumino,"December 22, 2024",Foce (https://www.notion.so/Foce-683e895e0b7d449d9ba1416125632587?pvs=21),Nero,42,Piumino,Donna,Roma Colli Albani,No,-30,130,39.9,90.1,3.99,,10,29.9,100,,,,,,
Pelliccia,"December 22, 2024",Pelliccia (https://www.notion.so/Pelliccia-116f56f3c32b8013aadac721b2beb71c?pvs=21),Beige,One Size,Pelliccia,Donna,Roma Colli Albani,No,-20,120,32.6,87.4,6.52,,5,27.6,100,,,,,,
Neopre Anon,"December 22, 2024",Neoprene Anon (https://www.notion.so/Neoprene-Anon-15df56f3c32b8008a7f5f69e9465a121?pvs=21),ANON,ANON,Neoprene,Donna,Roma Colli Albani,No,,75,47.25,27.75,1.575,,30,17.25,75,,,,,,
Neoprene,"December 24, 2024",Neoprene Lungo Rov. 2 (https://www.notion.so/Neoprene-Lungo-Rov-2-154f56f3c32b80a6805de2b818ce69fb?pvs=21),Bianco,S,Neoprene,Donna,Campo di Marte,No,,85,52.55,32.45,1.592424242424,,33,19.55,85,,,,,,
Neoprene,"December 24, 2024",Neoprene Corto Rov. (https://www.notion.so/Neoprene-Corto-Rov-117f56f3c32b80adbb1cc9a4abc52c71?pvs=21),Nero,S,Neoprene,Donna,Campo di Marte,No,-10,75,42.25,32.75,1.69,,25,17.25,65,,,,,,
Neoprene,"December 24, 2024",Neoprene Corto IS (https://www.notion.so/Neoprene-Corto-IS-117f56f3c32b8022bd9dcac86ea5d10c?pvs=21),Nero,M,Neoprene,Donna,Campo di Marte,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Eco fur,"December 24, 2024",Eco Fur STK Gilet (https://www.notion.so/Eco-Fur-STK-Gilet-166f56f3c32b80de94a5c0cfaa32ab77?pvs=21),Nero,40,Eco Fur,Donna,Campo di Marte,No,,45,15.35,29.65,3.07,,5,10.35,45,,,,,,
Eco fur,"December 24, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Bluette,S,Eco Fur,Donna,Campo di Marte,No,,45,15.35,29.65,3.07,,5,10.35,45,,,,,,
Piumino,"December 24, 2024",Piuma Lungo Cintura (https://www.notion.so/Piuma-Lungo-Cintura-138f56f3c32b800fbab0c6cd55062bf2?pvs=21),Petrolio,2XL,Piumino,Donna,Campo di Marte,No,,105,54.15,50.85,1.805,,30,24.15,105,,,,,,
Piumino,"December 24, 2024",Piuma Lungo Cintura (https://www.notion.so/Piuma-Lungo-Cintura-138f56f3c32b800fbab0c6cd55062bf2?pvs=21),Petrolio,XL,Piumino,Donna,Campo di Marte,No,,105,54.15,50.85,1.805,,30,24.15,105,,,,,,
Parka,"December 24, 2024",Parka Invernale (https://www.notion.so/Parka-Invernale-116f56f3c32b8043a303c837a7dc2b01?pvs=21),Verde,M,Parka,Uomo,Campo di Marte,No,,60,28.8,31.2,1.92,,15,13.8,60,,,,,,
K-Way,"December 24, 2024",K-Way Peso Lungo (https://www.notion.so/K-Way-Peso-Lungo-1cc1df5fab6a4ce6b6e1ab92b6cfdf89?pvs=21),Blu,3XL,K-Way,Donna,Campo di Marte,No,,65,36.95,28.05,1.679545454545,,22,14.95,65,,,,,,
Neoprene,"December 23, 2024",Neoprene Lungo IS Pelo (https://www.notion.so/Neoprene-Lungo-IS-Pelo-15bf56f3c32b8011b678df03cac51c03?pvs=21),Nero,L,Neoprene,Donna,Cure,No,,95,54.85,40.15,1.662121212121,,33,21.85,95,,,,,,
Eco Fur,"December 23, 2024",Eco Fur Palazzo (https://www.notion.so/Eco-Fur-Palazzo-166f56f3c32b8045968cfd19351e2217?pvs=21),Panna,S,Eco Fur,Donna,Cure,No,,85,24.55,60.45,4.91,,5,19.55,85,,,,,,
Eco Fur,"December 23, 2024",Eco Fur Low CF (https://www.notion.so/Eco-Fur-Low-CF-141f56f3c32b80449ddfc02aefed79be?pvs=21),Marrone,XS,Eco Fur,Donna,Cure,No,10,25,10.75,14.25,2.15,,5,5.75,35,,,,,,
100g,"December 23, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Bianco,S,100G,Donna,Cure,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"December 23, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Bianco,2XL,100G,Donna,Cure,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
200g,"December 23, 2024",200g Easy Corto (https://www.notion.so/200g-Easy-Corto-166f56f3c32b8095a32fc2f1b1354379?pvs=21),Nero,S,200G,Donna,Cure,No,,55,32.65,22.35,1.6325,,20,12.65,55,,,,,,
200g,"December 23, 2024",200g Pelo Collo (https://www.notion.so/200g-Pelo-Collo-166f56f3c32b80efb1d9c960547fdfb0?pvs=21),Argento,51,200G,Donna,Cure,No,,85,44.55,40.45,1.782,,25,19.55,85,,,,,,
Gilet,"December 23, 2024",Gilet Plus (https://www.notion.so/Gilet-Plus-05bc7eaacdca4102880be1dde048cc44?pvs=21),Nero,50,Gilet,Donna,Cure,No,,30,18.9,11.1,1.575,,12,6.9,30,,,,,,
Gilet,"December 23, 2024",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Nero,L,Gilet,Donna,Cure,No,,25,15.75,9.25,1.575,,10,5.75,25,,,,,,
Pelliccia,"December 23, 2024",Pelliccia (https://www.notion.so/Pelliccia-116f56f3c32b8013aadac721b2beb71c?pvs=21),Blu,44,Pelliccia,Donna,Cure,No,50,50,16.5,33.5,3.3,,5,11.5,100,,,,,,
Pelliccia,"December 23, 2024",Pelliccia (https://www.notion.so/Pelliccia-116f56f3c32b8013aadac721b2beb71c?pvs=21),Marrone,44,Pelliccia,Donna,Cure,No,50,50,16.5,33.5,3.3,,5,11.5,100,,,,,,
Abbigliamento,"December 23, 2024",ABB STK 25 (https://www.notion.so/ABB-STK-25-15df56f3c32b80d0b8a8d377d29e8972?pvs=21),ANON,ANON,Abbigliamento,Donna,Cure,No,,25,10.75,14.25,2.15,,5,5.75,25,,,,,,
Abbigliamento,"December 23, 2024",ABB STK 25 (https://www.notion.so/ABB-STK-25-15df56f3c32b80d0b8a8d377d29e8972?pvs=21),ANON,ANON,Abbigliamento,Donna,Cure,No,,25,10.75,14.25,2.15,,5,5.75,25,,,,,,
Neoprene,"December 21, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,S,Neoprene,Donna,Scandicci,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Neoprene,"December 21, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,M,Neoprene,Donna,Scandicci,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Neoprene,"December 21, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,L,Neoprene,Donna,Scandicci,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Neoprene,"December 21, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,XL,Neoprene,Donna,Scandicci,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Neoprene,"December 21, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,47,Neoprene,Donna,Scandicci,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Neoprene,"December 21, 2024",Neoprene Corto IS Pelo (https://www.notion.so/Neoprene-Corto-IS-Pelo-138f56f3c32b80208f62db90ba6c1db2?pvs=21),Bianco,S,Neoprene,Donna,Scandicci,No,,75,49.25,25.75,1.5390625,,32,17.25,75,,,,,,
Neoprene,"December 21, 2024",Neoprene Corto IS Pelo (https://www.notion.so/Neoprene-Corto-IS-Pelo-138f56f3c32b80208f62db90ba6c1db2?pvs=21),Nero,L,Neoprene,Donna,Scandicci,No,,75,49.25,25.75,1.5390625,,32,17.25,75,,,,,,
Neoprene,"December 21, 2024",Neoprene Uomo Rov (https://www.notion.so/Neoprene-Uomo-Rov-14af56f3c32b8062a5fbcd85e4e33767?pvs=21),Blu,L,Neoprene,Donna,Scandicci,No,,75,47.25,27.75,1.575,,30,17.25,75,,,,,,
Eco Fur,"December 21, 2024",Eco Fur Lunga Cintura CF (https://www.notion.so/Eco-Fur-Lunga-Cintura-CF-a5c96b2e47e04fa5b77676fb6b1bf089?pvs=21),Camel,S,Eco Fur,Donna,Scandicci,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Eco Fur,"December 21, 2024",Eco Fur CAL (https://www.notion.so/Eco-Fur-CAL-14af56f3c32b80f5a151d0b7ff28c916?pvs=21),Nero,53,Eco Fur,Donna,Scandicci,No,,75,42.25,32.75,1.69,,25,17.25,75,,,,,,
Eco Fur,"December 21, 2024",Eco Fur Mantella (https://www.notion.so/Eco-Fur-Mantella-15df56f3c32b80c89becf738918398a2?pvs=21),Marrone,One Size,Eco Fur,Donna,Scandicci,No,,45,15.35,29.65,3.07,,5,10.35,45,,,,,,
Eco Fur,"December 21, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Nero,50,Eco Fur,Donna,Scandicci,No,,45,15.35,29.65,3.07,,5,10.35,45,,,,,,
100g,"December 21, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Bianco,M,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
100g,"December 21, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Bianco,3XL,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,,19,10.35,45,,,,,,
K-Way,"December 21, 2024",K-Way Peso Lungo (https://www.notion.so/K-Way-Peso-Lungo-1cc1df5fab6a4ce6b6e1ab92b6cfdf89?pvs=21),Blu,2XL,K-Way,Donna,Scandicci,No,,65,36.95,28.05,1.679545454545,,22,14.95,65,,,,,,
Parka,"December 21, 2024",Parka Invernale (https://www.notion.so/Parka-Invernale-116f56f3c32b8043a303c837a7dc2b01?pvs=21),Verde,S,Parka,Donna,Scandicci,No,,60,28.8,31.2,1.92,,15,13.8,60,,,,,,
200g,"December 21, 2024",200g Pelo Collo (https://www.notion.so/200g-Pelo-Collo-166f56f3c32b80efb1d9c960547fdfb0?pvs=21),Argento,49,200G,Donna,Scandicci,No,,85,44.55,40.45,1.782,,25,19.55,85,,,,,,
Piumino,"December 21, 2024",Piuma Lungo Zip (https://www.notion.so/Piuma-Lungo-Zip-fe0c9536b9154efab0c7ba41afd5b6ea?pvs=21),Verde,2XL,Piumino,Donna,Scandicci,No,,85,49.55,35.45,1.651666666667,,30,19.55,85,,,,,,
Neoprene Anon,"December 21, 2024",Neoprene Anon (https://www.notion.so/Neoprene-Anon-15df56f3c32b8008a7f5f69e9465a121?pvs=21),ANON,ANON,Neoprene,Donna,Scandicci,No,,75,47.25,27.75,1.575,,30,17.25,75,,,,,,
Neoprene Anon,"December 21, 2024",Neoprene Anon (https://www.notion.so/Neoprene-Anon-15df56f3c32b8008a7f5f69e9465a121?pvs=21),ANON,ANON,Neoprene,Donna,Scandicci,No,,75,47.25,27.75,1.575,,30,17.25,75,,,,,,
Neoprene Anon,"December 21, 2024",Neoprene Anon (https://www.notion.so/Neoprene-Anon-15df56f3c32b8008a7f5f69e9465a121?pvs=21),ANON,ANON,Neoprene,Donna,Scandicci,No,,75,47.25,27.75,1.575,,30,17.25,75,,,,,,
Neoprene Anon,"December 21, 2024",Neoprene Anon (https://www.notion.so/Neoprene-Anon-15df56f3c32b8008a7f5f69e9465a121?pvs=21),ANON,ANON,Neoprene,Donna,Scandicci,No,,75,47.25,27.75,1.575,,30,17.25,75,,,,,,
Neoprene Anon,"December 21, 2024",Neoprene Anon (https://www.notion.so/Neoprene-Anon-15df56f3c32b8008a7f5f69e9465a121?pvs=21),ANON,ANON,Neoprene,Donna,Scandicci,No,,75,47.25,27.75,1.575,,30,17.25,75,,,,,,
Neoprene,"December 27, 2024",Neoprene Lungo IS Pelo (https://www.notion.so/Neoprene-Lungo-IS-Pelo-15bf56f3c32b8011b678df03cac51c03?pvs=21),Nero,M,Neoprene,Donna,Colle Val D'Elsa,No,,95,54.85,40.15,1.662121212121,,33,21.85,95,,,,,,
Neoprene,"December 27, 2024",Neoprene Corto Fly (https://www.notion.so/Neoprene-Corto-Fly-11ef56f3c32b809a8b3ef8ea4071a00c?pvs=21),Nero,M,Neoprene,Donna,Colle Val D'Elsa,No,,65,39.95,25.05,1.598,,25,14.95,65,,,,,,
Pelliccia Lapin,"December 27, 2024",Pelliccia (https://www.notion.so/Pelliccia-116f56f3c32b8013aadac721b2beb71c?pvs=21),Rosso,44,Pelliccia,Donna,Colle Val D'Elsa,No,,100,28,72,5.6,,5,23,100,,,,,,
Pell. Visone Tricot,"December 27, 2024",Pelliccia (https://www.notion.so/Pelliccia-116f56f3c32b8013aadac721b2beb71c?pvs=21),Nero,44,Pelliccia,Donna,Colle Val D'Elsa,No,-250,350,85.5,264.5,17.1,,5,80.5,100,,,,,,
Pelliccia Lapin,"December 27, 2024",Pelliccia (https://www.notion.so/Pelliccia-116f56f3c32b8013aadac721b2beb71c?pvs=21),Bordeaux,42,Pelliccia,Donna,Colle Val D'Elsa,No,50,50,16.5,33.5,3.3,,5,11.5,100,,,,,,
Abbigliamento,"December 27, 2024",Pantalone STK 25 (https://www.notion.so/Pantalone-STK-25-16bf56f3c32b8001a2ccd2a142d25ed6?pvs=21),Nero,48,Abbigliamento,Donna,Colle Val D'Elsa,No,,25,10.75,14.25,2.15,,5,5.75,25,,,,,,
Eco Fur,"December 27, 2024",Eco Fur Low CF (https://www.notion.so/Eco-Fur-Low-CF-141f56f3c32b80449ddfc02aefed79be?pvs=21),Marrone,S,Eco Fur,Donna,Colle Val D'Elsa,No,10,25,10.75,14.25,2.15,,5,5.75,35,,,,,,
Eco Fur,"December 27, 2024",Eco Fur STK Maculata Lunga (https://www.notion.so/Eco-Fur-STK-Maculata-Lunga-16bf56f3c32b8099a5e0cefae428f1bd?pvs=21),Nero,46,Eco Fur,Donna,Colle Val D'Elsa,No,,100,28,72,5.6,,5,23,100,,,,,,
Neoprene,"December 28, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,XL,Neoprene,Donna,Scandicci,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Neoprene,"December 28, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Blu,49,Neoprene,Donna,Scandicci,No,,75,45.25,29.75,1.616071428571,,28,17.25,75,,,,,,
Impermeabile Fly,"December 28, 2024",85 Peso (https://www.notion.so/85-Peso-115f56f3c32b8018b72bf77aa5407c14?pvs=21),Verde,XL,Invernale,Donna,Scandicci,No,,85,47.55,37.45,1.698214285714,,28,19.55,85,,,,,,
Impermeabile Fly,"December 28, 2024",85 Peso (https://www.notion.so/85-Peso-115f56f3c32b8018b72bf77aa5407c14?pvs=21),Verde Acido,2XL,Invernale,Donna,Scandicci,No,,85,47.55,37.45,1.698214285714,,28,19.55,85,,,,,,
Impermeabile Fly,"December 28, 2024",85 Peso (https://www.notion.so/85-Peso-115f56f3c32b8018b72bf77aa5407c14?pvs=21),Tortora,XL,Invernale,Donna,Scandicci,No,,85,47.55,37.45,1.698214285714,,28,19.55,85,,,,,,
Impermeabile Fly,"December 28, 2024",85 Peso (https://www.notion.so/85-Peso-115f56f3c32b8018b72bf77aa5407c14?pvs=21),Blu,M,Invernale,Donna,Scandicci,No,,85,47.55,37.45,1.698214285714,,28,19.55,85,,,,,,
Pelliccia Lapin,"December 28, 2024",Pelliccia (https://www.notion.so/Pelliccia-116f56f3c32b8013aadac721b2beb71c?pvs=21),Grigio,One Size,Pelliccia,Donna,Scandicci,No,-20,120,32.6,87.4,6.52,,5,27.6,100,,,,,,
Eco Fur,"December 28, 2024",Eco Fur CAL (https://www.notion.so/Eco-Fur-CAL-14af56f3c32b80f5a151d0b7ff28c916?pvs=21),Nero,55,Eco Fur,Donna,Scandicci,No,,75,42.25,32.75,1.69,,25,17.25,75,,,,,,
Eco Fur,"December 28, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Marrone,2XL,Eco Fur,Donna,Scandicci,No,,45,15.35,29.65,3.07,,5,10.35,45,,,,,,
Eco Fur,"December 28, 2024",Eco Fur STK Corta (https://www.notion.so/Eco-Fur-STK-Corta-144f56f3c32b8057ab4cdb6eec5c87ef?pvs=21),Nero,L,Eco Fur,Donna,Scandicci,No,,45,15.35,29.65,3.07,,5,10.35,45,,,,,,
Eco Fur,"December 28, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Bianco,S,Eco Fur,Donna,Scandicci,No,,45,15.35,29.65,3.07,,5,10.35,45,,,,,,
Woolrich,"December 28, 2024",Woolrich (https://www.notion.so/Woolrich-154f56f3c32b80d8b406ef5601cac05d?pvs=21),Nero,S,Invernale,Donna,Scandicci,No,,65,19.95,45.05,3.99,,5,14.95,65,,,,,,
Marabu,"December 28, 2024",Pelliccia (https://www.notion.so/Pelliccia-116f56f3c32b8013aadac721b2beb71c?pvs=21),Marrone,50,Pelliccia,Donna,Scandicci,No,,100,28,72,5.6,,5,23,100,,,,,,
100g,"December 28, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Petrolio,52,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,,20,10.35,45,,,,,,
Gilet,"December 28, 2024",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Blu,L,Gilet,Donna,Scandicci,No,,25,15.75,9.25,1.575,,10,5.75,25,,,,,,
