Articolo Venduto,Date,Articolo - Listino,Colore,Taglia,Categoria,Genere,Posto,CASH,Sconto,Prezzo vendita,Costo acquisto + IVA,Netto,Margine %,Inventario
Spolverino,"March 25, 2025",35 Svasato Rov (https://www.notion.so/35-Svasato-Rov-1b4f56f3c32b80f4807cc3be174375d4?pvs=21),Blu,46,Spolverini,Donna,Campo di Marte,No,,35,22.05,12.95,1.575,
Neoprene Light,"March 25, 2025",Neoprene Light CS re (https://www.notion.so/Neoprene-Light-CS-re-1bff56f3c32b80059b1ff5308206340d?pvs=21),Bianco,M,Neoprene Light,Donna,Campo di Marte,No,,55,32.65,22.35,1.6325,
Pelle Barone,"March 25, 2025",Pelle Irene Crust (https://www.notion.so/Pelle-Irene-Crust-1c1f56f3c32b808eb515f363bc91dca0?pvs=21),Cuoio,L,Pelle,Donna,Campo di Marte,No,9,250,182.5,67.5,1.46,
100g,"March 25, 2025",HeD CS Plus (https://www.notion.so/HeD-CS-Plus-591d14c6e4834b398952642f11b0a12d?pvs=21),Cipolla,44,100G,Donna,Campo di Marte,No,,55,34.65,20.35,1.575,
Spolverino,"March 25, 2025",35 Svasato ER (https://www.notion.so/35-Svasato-ER-116f56f3c32b8084a1d3dad704d4678e?pvs=21),Bianco,M,Spolverini,Donna,Campo di Marte,No,,35,23.55,11.45,1.51935483871,
Spolverino,"March 25, 2025",Uomo Light Bomber SC (https://www.notion.so/Uomo-Light-Bomber-SC-67a200aae4524c57924218849a850f77?pvs=21),Blu,3XL,Spolverini,Uomo,Campo di Marte,No,,25,14.75,10.25,1.638888888889,
anon,"March 23, 2025",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Roma Palazzo dei Congressi,No,,45,30.35,14.65,1.5175,
anon,"March 23, 2025",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Roma Palazzo dei Congressi,No,,45,30.35,14.65,1.5175,
anon,"March 23, 2025",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Roma Palazzo dei Congressi,No,,45,30.35,14.65,1.5175,
anon,"March 23, 2025",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Roma Palazzo dei Congressi,No,,45,30.35,14.65,1.5175,
anon,"March 23, 2025",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Roma Palazzo dei Congressi,No,,45,30.35,14.65,1.5175,
anon,"March 23, 2025",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Roma Palazzo dei Congressi,No,,45,30.35,14.65,1.5175,
anon,"March 23, 2025",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Roma Palazzo dei Congressi,No,,45,30.35,14.65,1.5175,
anon,"March 23, 2025",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Roma Palazzo dei Congressi,No,,45,30.35,14.65,1.5175,
anon,"March 23, 2025",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Roma Palazzo dei Congressi,No,,45,30.35,14.65,1.5175,
anon,"March 23, 2025",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Roma Palazzo dei Congressi,No,,45,30.35,14.65,1.5175,
anon,"March 23, 2025",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Roma Palazzo dei Congressi,No,,45,30.35,14.65,1.5175,
100g,"March 26, 2025",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Pistacchio,48,100G,Donna,Siena,No,,45,30.35,14.65,1.5175,
100g,"March 26, 2025",Fly Rush (https://www.notion.so/Fly-Rush-115f56f3c32b80afb634cb94d88db3ab?pvs=21),Bianco,M,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"March 26, 2025",Uomo Giacca (https://www.notion.so/Uomo-Giacca-115f56f3c32b80fba6e8e8e6dc36595c?pvs=21),Blu,L,100G,Uomo,Siena,No,,45,15.35,29.65,3.07,
100g,"March 26, 2025",HeD Lungo (https://www.notion.so/HeD-Lungo-1bff56f3c32b80c9a55de687d9e5c837?pvs=21),Verde,XL,100G,Donna,Siena,No,,45,27.35,17.65,1.608823529412,
100g,"March 26, 2025",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Beige,S,100G,Donna,Siena,No,,45,30.35,14.65,1.5175,
100g,"March 26, 2025",Uomo Easy CF (https://www.notion.so/Uomo-Easy-CF-115f56f3c32b8013bcade13091e5b47b?pvs=21),Blu,3XL,100G,Uomo,Siena,No,,35,13.05,21.95,2.61,
Spolverini,"March 26, 2025",K45 (https://www.notion.so/K45-1adf56f3c32b8004abc8f7becd2d69a4?pvs=21),Bianco,2XL,Spolverini,Donna,Siena,No,,45,24.35,20.65,1.739285714286,
Spolverini,"March 26, 2025",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Blu,46,Spolverini,Donna,Siena,No,,25,15.75,9.25,1.575,
Spolverini,"March 26, 2025",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Blu,48,Spolverini,Donna,Siena,No,,25,15.75,9.25,1.575,
Spolverini,"March 26, 2025",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Fucsia,L,Spolverini,Donna,Siena,No,,25,15.75,9.25,1.575,
Spolverini,"March 26, 2025",35 Svasato ER (https://www.notion.so/35-Svasato-ER-116f56f3c32b8084a1d3dad704d4678e?pvs=21),Blu,2XL,Spolverini,Donna,Siena,No,,35,23.55,11.45,1.51935483871,
Gilet,"March 26, 2025",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Blu,3XL,Gilet,Donna,Siena,No,,25,15.75,9.25,1.575,
Gilet,"March 26, 2025",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Panna,2XL,Gilet,Donna,Siena,No,,25,15.75,9.25,1.575,
Gilet,"March 26, 2025",Gilet Uomo (https://www.notion.so/Gilet-Uomo-12926fe15a294a75a5f174f080d566a4?pvs=21),Verde,3XL,Gilet,Uomo,Siena,No,,25,16.25,8.75,1.547619047619,
100g,"March 26, 2025",Uomo Easy CF (https://www.notion.so/Uomo-Easy-CF-115f56f3c32b8013bcade13091e5b47b?pvs=21),Rosso,4XL,100G,Uomo,Siena,No,,35,13.05,21.95,2.61,
Eco Fur,"March 26, 2025",Eco Fur Corta Swa CF ov (https://www.notion.so/Eco-Fur-Corta-Swa-CF-ov-179f56f3c32b80d29264d6b72b362579?pvs=21),Roano,One Size,Eco Fur,Donna,Siena,No,,105,68.15,36.85,1.548863636364,
Impermeabile,"March 26, 2025",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Celeste,XL,Impermeabili,Donna,Siena,No,,65,39.95,25.05,1.598,
Impermeabile,"March 26, 2025",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Fucsia,S,Impermeabili,Donna,Siena,No,,65,39.95,25.05,1.598,
Piumino,"March 26, 2025",Piuma Lungo Cintura (https://www.notion.so/Piuma-Lungo-Cintura-138f56f3c32b800fbab0c6cd55062bf2?pvs=21),Petrolio,L,Piumino,Donna,Siena,No,55,50,41.5,8.5,1.383333333333,
Neoprene Lungo,"March 26, 2025",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,2XL,Neoprene,Donna,Siena,No,55,20,32.6,-12.6,1.164285714286,
Neoprene Light,"March 26, 2025",,Nero,2XL,Neoprene,Donna,Siena,No,55,-55,-12.65,-42.35,,
100g,"March 28, 2025",HeD CS Rov (https://www.notion.so/HeD-CS-Rov-1b2f56f3c32b8002a3fdcb0c289c6d7e?pvs=21),Beige,50,100G,Donna,Colle Val D'Elsa,No,,45,30.35,14.65,1.5175,
100g,"March 28, 2025",HeD CS Rov (https://www.notion.so/HeD-CS-Rov-1b2f56f3c32b8002a3fdcb0c289c6d7e?pvs=21),Nero,54,100G,Donna,Colle Val D'Elsa,No,,45,30.35,14.65,1.5175,
100g,"March 28, 2025",Stock (https://www.notion.so/Stock-115f56f3c32b803aa8fcc14ce3dd80aa?pvs=21),Rosso,XL,100G,Donna,Colle Val D'Elsa,No,10,25,15.75,9.25,1.575,
Piumino,"March 28, 2025",Madre Perla (https://www.notion.so/Madre-Perla-74d43ffa3630429bb416bfff0031107b?pvs=21),Nero,44,Piumino,Donna,Colle Val D'Elsa,No,,50,21.5,28.5,2.15,
Spolverini,"March 28, 2025",35 Sport (https://www.notion.so/35-Sport-116f56f3c32b802f9036ec440af7f84e?pvs=21),Blu,M,Spolverini,Donna,Colle Val D'Elsa,No,,35,20.05,14.95,1.670833333333,
Spolverini,"March 28, 2025",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Bianco,XL,Spolverini,Donna,Colle Val D'Elsa,No,,25,15.75,9.25,1.575,
Impermeabile,"March 28, 2025",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Blu,M,Impermeabili,Donna,Colle Val D'Elsa,No,,65,39.95,25.05,1.598,
Camicia,"March 28, 2025",ABB STK 25 (https://www.notion.so/ABB-STK-25-15df56f3c32b80d0b8a8d377d29e8972?pvs=21),Celeste,38,Abbigliamento,Uomo,Colle Val D'Elsa,No,10,15,8.45,6.55,1.69,
Camicia,"March 28, 2025",ABB STK 25 (https://www.notion.so/ABB-STK-25-15df56f3c32b80d0b8a8d377d29e8972?pvs=21),Grigio,38,Abbigliamento,Uomo,Colle Val D'Elsa,No,10,15,8.45,6.55,1.69,
Spolverini,"March 29, 2025",35 Svasato ER (https://www.notion.so/35-Svasato-ER-116f56f3c32b8084a1d3dad704d4678e?pvs=21),Nero,M,Spolverini,Donna,Scandicci,No,,35,23.55,11.45,1.51935483871,
Spolverini,"March 29, 2025",35 Svasato ER (https://www.notion.so/35-Svasato-ER-116f56f3c32b8084a1d3dad704d4678e?pvs=21),Bianco,2XL,Spolverini,Donna,Scandicci,No,,35,23.55,11.45,1.51935483871,
Spolverini,"March 29, 2025",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Blu,50,Spolverini,Donna,Scandicci,No,,25,15.75,9.25,1.575,
Spolverini,"March 29, 2025",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Blu,52,Spolverini,Donna,Scandicci,No,,25,15.75,9.25,1.575,
Spolverini,"March 29, 2025",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Rosa,XL,Spolverini,Donna,Scandicci,No,,25,15.75,9.25,1.575,
Neoprene Light,"March 29, 2025",Neoprene Light CF re (https://www.notion.so/Neoprene-Light-CF-re-198f56f3c32b80f0834be5652639ee92?pvs=21),Nero,XL,Neoprene Light,Donna,Scandicci,No,,55,32.65,22.35,1.6325,
Neoprene Light,"March 29, 2025",Neoprene Light CS ov (https://www.notion.so/Neoprene-Light-CS-ov-198f56f3c32b80a59d1cfcff56af1954?pvs=21),Nero,XL,Neoprene Light,Donna,Scandicci,No,,55,34.65,20.35,1.575,
Visone,"March 29, 2025",Pelliccia (https://www.notion.so/Pelliccia-116f56f3c32b8013aadac721b2beb71c?pvs=21),Nero,44,Pelliccia,Donna,Scandicci,No,-150,250,62.5,187.5,12.5,
Lapin,"March 29, 2025",Pelliccia (https://www.notion.so/Pelliccia-116f56f3c32b8013aadac721b2beb71c?pvs=21),Viola,One Size,Pelliccia,Donna,Scandicci,No,20,80,23.4,56.6,4.68,
Gilet,"March 29, 2025",Gilet Uomo (https://www.notion.so/Gilet-Uomo-12926fe15a294a75a5f174f080d566a4?pvs=21),Verde,2XL,Gilet,Uomo,Scandicci,No,,25,16.25,8.75,1.547619047619,
Gilet,"March 29, 2025",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Bianco,2XL,Gilet,Donna,Scandicci,No,,25,15.75,9.25,1.575,
Gilet,"March 29, 2025",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Bianco,M,Gilet,Donna,Scandicci,No,,25,15.75,9.25,1.575,
Gilet,"March 29, 2025",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Panna,M,Gilet,Donna,Scandicci,No,,25,15.75,9.25,1.575,
100g,"March 29, 2025",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Pistacchio,52,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g,"March 29, 2025",HeD CS Rov (https://www.notion.so/HeD-CS-Rov-1b2f56f3c32b8002a3fdcb0c289c6d7e?pvs=21),Celeste,48,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g,"March 29, 2025",HeD CS Plus lungo (https://www.notion.so/HeD-CS-Plus-lungo-1aff56f3c32b80b3b87edc190fe4769e?pvs=21),Rosa,51,100G,Donna,Scandicci,No,,65,36.95,28.05,1.679545454545,
100g,"March 29, 2025",Fly CS Lungo (https://www.notion.so/Fly-CS-Lungo-120f56f3c32b803986b4ceab25c74964?pvs=21),Blu,2XL,100G,Donna,Scandicci,No,,55,33.65,21.35,1.602380952381,
100g,"March 29, 2025",HeD CS 3/4 (https://www.notion.so/HeD-CS-3-4-1c6f56f3c32b802b95a1d8c1f90c148c?pvs=21),Beige,2XL,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
Neoprene Lungo,"March 29, 2025",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Verde,2XL,Neoprene,Donna,Scandicci,No,10,65,42.95,22.05,1.533928571429,
100g,"March 30, 2025",Fly CF (https://www.notion.so/Fly-CF-115f56f3c32b80dfa96af66467587d0f?pvs=21),Blu,2XL,100G,Donna,Valenza,No,,45,30.35,14.65,1.5175,
100g,"March 30, 2025",Fly Giacca (https://www.notion.so/Fly-Giacca-115f56f3c32b804297cfde9efb04945a?pvs=21),Nero,M,100G,Donna,Valenza,No,10,35,27.05,7.95,1.423684210526,
100g,"March 30, 2025",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Rosa,48,100G,Donna,Valenza,No,,45,30.35,14.65,1.5175,
100g,"March 30, 2025",HeD CS Rov low (https://www.notion.so/HeD-CS-Rov-low-1c6f56f3c32b80f8b742fadc5e09e63e?pvs=21),Nero,50,100G,Donna,Valenza,No,,45,25.35,19.65,1.69,
100g,"March 30, 2025",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Fucsia,L,100G,Donna,Valenza,No,,45,29.35,15.65,1.544736842105,
100g,"March 30, 2025",HeD CS Rov (https://www.notion.so/HeD-CS-Rov-1b2f56f3c32b8002a3fdcb0c289c6d7e?pvs=21),Blu,48,100G,Donna,Valenza,No,,45,30.35,14.65,1.5175,
100g,"March 30, 2025",HeD CS Plus (https://www.notion.so/HeD-CS-Plus-591d14c6e4834b398952642f11b0a12d?pvs=21),Piombo,48,100G,Donna,Valenza,No,,55,34.65,20.35,1.575,
100g,"March 30, 2025",100g Blazer (https://www.notion.so/100g-Blazer-115f56f3c32b808cabbfc62af17239b5?pvs=21),Blu,M,100G,Donna,Valenza,No,,35,23.05,11.95,1.536666666667,
100g,"March 30, 2025",Easy CS (https://www.notion.so/Easy-CS-115f56f3c32b806dbea2cdebb1d33477?pvs=21),Bianco,M,100G,Donna,Valenza,No,,35,23.05,11.95,1.536666666667,
Gilet,"March 30, 2025",Gilet Uomo (https://www.notion.so/Gilet-Uomo-12926fe15a294a75a5f174f080d566a4?pvs=21),Blu,M,Gilet,Uomo,Valenza,No,,25,16.25,8.75,1.547619047619,
Gilet,"March 30, 2025",Gilet Uomo (https://www.notion.so/Gilet-Uomo-12926fe15a294a75a5f174f080d566a4?pvs=21),Giallo,XL,Gilet,Uomo,Valenza,No,,25,16.25,8.75,1.547619047619,
Gilet,"March 30, 2025",Gilet Uomo (https://www.notion.so/Gilet-Uomo-12926fe15a294a75a5f174f080d566a4?pvs=21),Blu,XL,Gilet,Uomo,Valenza,No,,25,16.25,8.75,1.547619047619,
Gilet,"March 30, 2025",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Panna,XL,Gilet,Donna,Valenza,No,,25,15.75,9.25,1.575,
Gilet,"March 30, 2025",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Beige,L,Gilet,Donna,Valenza,No,,25,15.75,9.25,1.575,
Neoprene Light,"March 30, 2025",Neoprene Light 2 MID (https://www.notion.so/Neoprene-Light-2-MID-1a8f56f3c32b800fb320f378bf297b28?pvs=21),Nero,M,Neoprene Light,Donna,Valenza,No,,45,29.35,15.65,1.544736842105,
Neoprene Light,"March 30, 2025",Neoprene Light CS ov (https://www.notion.so/Neoprene-Light-CS-ov-198f56f3c32b80a59d1cfcff56af1954?pvs=21),Bianco,L,Neoprene Light,Donna,Valenza,No,,55,34.65,20.35,1.575,
Neoprene Light,"March 30, 2025",Neoprene Light Kai (https://www.notion.so/Neoprene-Light-Kai-1c6f56f3c32b807ba863da7fdaf80f2d?pvs=21),Verdolino,M,Neoprene Light,Donna,Valenza,No,,55,33.65,21.35,1.602380952381,
Neoprene Light,"March 30, 2025",Neoprene Light 2 MID (https://www.notion.so/Neoprene-Light-2-MID-1a8f56f3c32b800fb320f378bf297b28?pvs=21),Nero,L,Neoprene Light,Donna,Valenza,No,,45,29.35,15.65,1.544736842105,
Neoprene Light,"March 30, 2025",Neoprene Light 2 MID (https://www.notion.so/Neoprene-Light-2-MID-1a8f56f3c32b800fb320f378bf297b28?pvs=21),Bianco,S,Neoprene Light,Donna,Valenza,No,,45,29.35,15.65,1.544736842105,
Neoprene Light,"March 30, 2025",Neoprene Light 2 MID (https://www.notion.so/Neoprene-Light-2-MID-1a8f56f3c32b800fb320f378bf297b28?pvs=21),Bianco,S,Neoprene Light,Donna,Valenza,No,,45,29.35,15.65,1.544736842105,
Spolverini,"March 30, 2025",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Bianco,2XL,Spolverini,Donna,Valenza,No,,25,15.75,9.25,1.575,
Spolverini,"March 30, 2025",35 Svasato Rov (https://www.notion.so/35-Svasato-Rov-1b4f56f3c32b80f4807cc3be174375d4?pvs=21),Blu,54,Spolverini,Donna,Valenza,No,,35,22.05,12.95,1.575,
Impermeabile,"March 30, 2025",75 Over (https://www.notion.so/75-Over-115f56f3c32b809e9b68f31eb98c469a?pvs=21),Nero,L,Impermeabili,Donna,Valenza,No,,75,41.25,33.75,1.71875,
Pelle Barone,"March 30, 2025",Pelle Chiodo Donna S2 (https://www.notion.so/Pelle-Chiodo-Donna-S2-1c6f56f3c32b805a8facc19bf9a7f088?pvs=21),Verde,S,Pelle,Donna,Valenza,No,,269,166.87,102.13,1.589238095238,
Pelle Barone,"March 30, 2025",Pelle Sofia S2 (https://www.notion.so/Pelle-Sofia-S2-1c6f56f3c32b805892b6f2cf56e0db67?pvs=21),Marrone,S,Pelle,Donna,Valenza,No,9,250,167.5,82.5,1.522727272727,
Pelle Barone,"March 30, 2025",Pelle Sofia S2 (https://www.notion.so/Pelle-Sofia-S2-1c6f56f3c32b805892b6f2cf56e0db67?pvs=21),Nero,S,Pelle,Donna,Valenza,No,9,250,167.5,82.5,1.522727272727,
Pelle Barone,"March 30, 2025",Pelle Michele S2 (https://www.notion.so/Pelle-Michele-S2-1c6f56f3c32b80a4ab74e23b56bb0254?pvs=21),Nero,M,Pelle,Uomo,Valenza,Yes,9,290,191.7,98.3,1.5336,
Pelle Barone,"April 2, 2025",Pelle Michele S2 (https://www.notion.so/Pelle-Michele-S2-1c6f56f3c32b80a4ab74e23b56bb0254?pvs=21),Nero,XL,Pelle,Uomo,Siena,Yes,29,270,187.1,82.9,1.4968,
Pelle Barone,"April 2, 2025",Pelle Riccardo S2 (https://www.notion.so/Pelle-Riccardo-S2-1bff56f3c32b80f4938fe189e8f5295f?pvs=21),Nero,L,Pelle,Uomo,Siena,Yes,29,180,131.4,48.6,1.46,
Pelle Barone,"April 2, 2025",Pelle Sally Plus (https://www.notion.so/Pelle-Sally-Plus-116f56f3c32b80649c02c80952efeb1f?pvs=21),Nero,L,Pelle,Donna,Siena,Yes,9,260,179.8,80.2,1.498333333333,
Pelle Barone,"April 2, 2025",Pelle Faby S2 (https://www.notion.so/Pelle-Faby-S2-1bff56f3c32b806dab5cdf5a0dfa6797?pvs=21),Nero,M,Pelle,Donna,Siena,Yes,9,190,138.7,51.3,1.46,
Gilet,"April 2, 2025",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Panna,3XL,Gilet,Donna,Siena,No,,25,15.75,9.25,1.575,
100g,"April 2, 2025",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Pistacchio,M,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"April 2, 2025",HeD CS 3/4 (https://www.notion.so/HeD-CS-3-4-1c6f56f3c32b802b95a1d8c1f90c148c?pvs=21),Beige,M,100G,Donna,Siena,No,,45,30.35,14.65,1.5175,
100g,"April 2, 2025",HeD CS 3/4 (https://www.notion.so/HeD-CS-3-4-1c6f56f3c32b802b95a1d8c1f90c148c?pvs=21),Beige,L,100G,Donna,Siena,No,,45,30.35,14.65,1.5175,
100g,"April 2, 2025",Fly CS 2 (https://www.notion.so/Fly-CS-2-11ef56f3c32b802b8d8fd5039562a991?pvs=21),Celeste,M,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"April 2, 2025",HeD CS Rov (https://www.notion.so/HeD-CS-Rov-1b2f56f3c32b8002a3fdcb0c289c6d7e?pvs=21),Blu,58,100G,Donna,Siena,No,,45,30.35,14.65,1.5175,
100g,"April 2, 2025",Easy CS (https://www.notion.so/Easy-CS-115f56f3c32b806dbea2cdebb1d33477?pvs=21),Bianco,3XL,100G,Donna,Siena,No,,35,23.05,11.95,1.536666666667,
100g,"April 2, 2025",Fly CS 2 (https://www.notion.so/Fly-CS-2-11ef56f3c32b802b8d8fd5039562a991?pvs=21),Celeste,S,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"April 2, 2025",HeD CS Plus (https://www.notion.so/HeD-CS-Plus-591d14c6e4834b398952642f11b0a12d?pvs=21),Rosa,46,100G,Donna,Siena,No,,55,34.65,20.35,1.575,
100g,"April 2, 2025",HeD CS Lungo (https://www.notion.so/HeD-CS-Lungo-beb5984dce484c44a9df34a8ba10a7ea?pvs=21),Celeste,54,100G,Donna,Siena,No,,45,30.35,14.65,1.5175,
100g,"April 2, 2025",Fly CS 2 (https://www.notion.so/Fly-CS-2-11ef56f3c32b802b8d8fd5039562a991?pvs=21),Celeste,L,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"April 2, 2025",Uomo Easy CF (https://www.notion.so/Uomo-Easy-CF-115f56f3c32b8013bcade13091e5b47b?pvs=21),Blu,L,100G,Uomo,Siena,No,,35,13.05,21.95,2.61,
Spolverino,"April 2, 2025",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Rosa,S,Spolverini,Donna,Siena,No,,25,15.75,9.25,1.575,
Spolverino,"April 2, 2025",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Bianco,M,Spolverini,Donna,Siena,No,,25,15.75,9.25,1.575,
Spolverino,"April 2, 2025",Uomo Light Basic (https://www.notion.so/Uomo-Light-Basic-34d8f0001aff4b6486c56342bc075737?pvs=21),Nero,M,Spolverini,Donna,Siena,No,,25,14.75,10.25,1.638888888889,
Eco Fur,"April 2, 2025",Eco Fur Corta Swa CF ov (https://www.notion.so/Eco-Fur-Corta-Swa-CF-ov-179f56f3c32b80d29264d6b72b362579?pvs=21),Marrone,One Size,Eco Fur,Donna,Siena,No,10,95,65.85,29.15,1.496590909091,
Impermeabile,"April 2, 2025",65 Trapuntato 2 (https://www.notion.so/65-Trapuntato-2-115f56f3c32b809788e4c73f479165b9?pvs=21),Verde,XL,Impermeabili,Donna,Siena,No,,65,39.95,25.05,1.598,
100g,"April 5, 2025",Fly Rush (https://www.notion.so/Fly-Rush-115f56f3c32b80afb634cb94d88db3ab?pvs=21),Celeste,3XL,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,
100g,"April 5, 2025",Fly Giacca (https://www.notion.so/Fly-Giacca-115f56f3c32b804297cfde9efb04945a?pvs=21),Giallo,4XL,100G,Donna,Scandicci,No,10,35,27.05,7.95,1.423684210526,
100g,"April 5, 2025",Stock (https://www.notion.so/Stock-115f56f3c32b803aa8fcc14ce3dd80aa?pvs=21),Blu,56,100G,Donna,Scandicci,No,,35,18.05,16.95,1.805,
100g,"April 5, 2025",Stock (https://www.notion.so/Stock-115f56f3c32b803aa8fcc14ce3dd80aa?pvs=21),Blu,52,100G,Donna,Scandicci,No,,35,18.05,16.95,1.805,
100g,"April 5, 2025",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Pistacchio,54,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g,"April 5, 2025",Easy CS (https://www.notion.so/Easy-CS-115f56f3c32b806dbea2cdebb1d33477?pvs=21),Blu,L,100G,Donna,Scandicci,No,,35,23.05,11.95,1.536666666667,
100g,"April 5, 2025",HeD Picasso (https://www.notion.so/HeD-Picasso-1ccf56f3c32b80d88ad9e9cf075ece72?pvs=21),Bianco,44,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g,"April 5, 2025",HeD Picasso (https://www.notion.so/HeD-Picasso-1ccf56f3c32b80d88ad9e9cf075ece72?pvs=21),Salmone,44,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
Neoprene Light,"April 5, 2025",Neoprene Light 2 MID (https://www.notion.so/Neoprene-Light-2-MID-1a8f56f3c32b800fb320f378bf297b28?pvs=21),Blu,2XL,Neoprene Light,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,
Neoprene Light,"April 5, 2025",Neoprene Light CF re (https://www.notion.so/Neoprene-Light-CF-re-198f56f3c32b80f0834be5652639ee92?pvs=21),Blu,M,Neoprene Light,Donna,Scandicci,No,,55,32.65,22.35,1.6325,
