Articolo Venduto,Date,Articolo - Listino,Colore,Taglia,Categoria,Genere,Posto,CASH,Sconto,Prezzo vendita,Costo acquisto + IVA,Netto,Margine %,Inventario
Neoprene,"October 27, 2024","Neoprene Corto Fly (https://www.notion.so/Neoprene-Corto-Fly-11ef56f3c32b809a8b3ef8ea4071a00c?pvs=21), Neoprene Lungo Fly (https://www.notion.so/Neoprene-Lungo-Fly-138f56f3c32b80a5884df86c3cbb20ae?pvs=21)",Nero,2XL,Neoprene,Donna,Firenze Via Doni,No,,140,87.2,52.8,1.585454545455,
Piumino,"October 27, 2024",Piuma Lungo Zip (https://www.notion.so/Piuma-Lungo-Zip-fe0c9536b9154efab0c7ba41afd5b6ea?pvs=21),Bluette,2XL,Piumino,Donna,Firenze Via Doni,No,,85,49.55,35.45,1.651666666667,
Neoprene,"October 27, 2024","Neoprene Corto Fly (https://www.notion.so/Neoprene-Corto-Fly-11ef56f3c32b809a8b3ef8ea4071a00c?pvs=21), Neoprene Lungo Fly (https://www.notion.so/Neoprene-Lungo-Fly-138f56f3c32b80a5884df86c3cbb20ae?pvs=21)",Nero,L,Neoprene,Donna,Firenze Via Doni,No,,140,87.2,52.8,1.585454545455,
Neoprene,"October 27, 2024",Neoprene Lungo IS (https://www.notion.so/Neoprene-Lungo-IS-115f56f3c32b80639e13f56076072178?pvs=21),Nero,51,Neoprene,Donna,Firenze Via Doni,No,,85,51.55,33.45,1.6109375,
Piumino,"October 27, 2024",Piuma Lungo Zip (https://www.notion.so/Piuma-Lungo-Zip-fe0c9536b9154efab0c7ba41afd5b6ea?pvs=21),Bluette,M,Piumino,Donna,Firenze Via Doni,No,,85,49.55,35.45,1.651666666667,
K-Way,"October 27, 2024",K-Way Peso Lungo (https://www.notion.so/K-Way-Peso-Lungo-1cc1df5fab6a4ce6b6e1ab92b6cfdf89?pvs=21),Blu,XL,K-Way,Donna,Firenze Via Doni,No,,65,36.95,28.05,1.679545454545,
K-Way,"October 27, 2024",K-Way Peso Lungo (https://www.notion.so/K-Way-Peso-Lungo-1cc1df5fab6a4ce6b6e1ab92b6cfdf89?pvs=21),Beige,XL,K-Way,Donna,Firenze Via Doni,No,,65,36.95,28.05,1.679545454545,
K-Way,"October 27, 2024",K-Way Peso Corto (https://www.notion.so/K-Way-Peso-Corto-9bdc95352b494f0d92258347c11853d1?pvs=21),Nero,M,K-Way,Donna,Firenze Via Doni,No,,55,30.65,24.35,1.702777777778,
Neoprene,"October 27, 2024",Neoprene Scii (https://www.notion.so/Neoprene-Scii-117f56f3c32b808e9eeafe57767452ec?pvs=21),Bianco,M,Neoprene,Donna,Firenze Via Doni,No,,65,34.95,30.05,1.7475,
Neoprene,"October 27, 2024",Neoprene Corto Rov. (https://www.notion.so/Neoprene-Corto-Rov-117f56f3c32b80adbb1cc9a4abc52c71?pvs=21),Nero,L,Neoprene,Donna,Firenze Via Doni,No,,65,39.95,25.05,1.598,
Piumino,"October 27, 2024",Piuma Lungo Zip (https://www.notion.so/Piuma-Lungo-Zip-fe0c9536b9154efab0c7ba41afd5b6ea?pvs=21),Bluette,S,Piumino,Donna,Firenze Via Doni,No,,85,49.55,35.45,1.651666666667,
Neoprene,"October 27, 2024",Neoprene Trapezio Corto (https://www.notion.so/Neoprene-Trapezio-Corto-120f56f3c32b8001aea9da926672204d?pvs=21),Nero,51,Neoprene,Donna,Firenze Via Doni,No,,55,32.65,22.35,1.6325,
Neoprene,"October 27, 2024",Neoprene Trapezio Corto (https://www.notion.so/Neoprene-Trapezio-Corto-120f56f3c32b8001aea9da926672204d?pvs=21),Nero,53,Neoprene,Donna,Firenze Via Doni,No,,55,32.65,22.35,1.6325,
Neoprene,"October 27, 2024",Neoprene Corto Rov. (https://www.notion.so/Neoprene-Corto-Rov-117f56f3c32b80adbb1cc9a4abc52c71?pvs=21),Nero,S,Neoprene,Donna,Firenze Via Doni,No,,65,39.95,25.05,1.598,
Neoprene,"October 27, 2024","Neoprene Corto IS (https://www.notion.so/Neoprene-Corto-IS-117f56f3c32b8022bd9dcac86ea5d10c?pvs=21), Neoprene Corto IS Pelo (https://www.notion.so/Neoprene-Corto-IS-Pelo-138f56f3c32b80208f62db90ba6c1db2?pvs=21)",Blu,XL,Neoprene,Donna,Firenze Via Doni,No,,150,94.5,55.5,1.575,
K-Way,"October 27, 2024",K-Way Peso Lungo (https://www.notion.so/K-Way-Peso-Lungo-1cc1df5fab6a4ce6b6e1ab92b6cfdf89?pvs=21),Bianco,M,K-Way,Donna,Firenze Via Doni,No,,65,36.95,28.05,1.679545454545,
K-Way,"October 27, 2024",K-Way Peso Lungo (https://www.notion.so/K-Way-Peso-Lungo-1cc1df5fab6a4ce6b6e1ab92b6cfdf89?pvs=21),Bianco,XL,K-Way,Donna,Firenze Via Doni,No,,65,36.95,28.05,1.679545454545,
K-Way,"October 27, 2024",K-Way Peso Lungo (https://www.notion.so/K-Way-Peso-Lungo-1cc1df5fab6a4ce6b6e1ab92b6cfdf89?pvs=21),Bianco,2XL,K-Way,Donna,Firenze Via Doni,No,,65,36.95,28.05,1.679545454545,
Neoprene,"October 27, 2024","Neoprene Corto Fly (https://www.notion.so/Neoprene-Corto-Fly-11ef56f3c32b809a8b3ef8ea4071a00c?pvs=21), Neoprene Lungo Fly (https://www.notion.so/Neoprene-Lungo-Fly-138f56f3c32b80a5884df86c3cbb20ae?pvs=21)",Giallo,S,Neoprene,Donna,Firenze Via Doni,No,,140,87.2,52.8,1.585454545455,
Pelle Barone,"October 27, 2024",Pelle Sofia Crust (https://www.notion.so/Pelle-Sofia-Crust-116f56f3c32b80fcb19ef42251c0e8b2?pvs=21),Cuoio,L,Pelle,Donna,Firenze Via Doni,No,,299,193.77,105.23,1.55016,
Pelle Barone,"October 27, 2024",Pelle Sofia (https://www.notion.so/Pelle-Sofia-115f56f3c32b80fe8941d9fc130cce03?pvs=21),Marrone,M,Pelle,Donna,Firenze Via Doni,No,19,230,162.9,67.1,1.480909090909,
Pelle Barone,"October 27, 2024",Pelle Chiodo Donna (https://www.notion.so/Pelle-Chiodo-Donna-115f56f3c32b80a49a9dc3a864003fe1?pvs=21),Nero,S,Pelle,Donna,Firenze Via Doni,No,,259,164.57,94.43,1.567333333333,
Pelle Barone,"October 27, 2024",Pelle Viola (https://www.notion.so/Pelle-Viola-115f56f3c32b80839712d27b51288394?pvs=21),Nero,2XL,Pelle,Donna,Firenze Via Doni,No,19,170,127.1,42.9,1.444318181818,
Pelle Barone,"October 27, 2024",Pelle Sofia Plus (https://www.notion.so/Pelle-Sofia-Plus-116f56f3c32b807ba301d74d2ea963df?pvs=21),Nero,4XL,Pelle,Donna,Firenze Via Doni,No,19,250,167.5,82.5,1.522727272727,
Pelle B-One,"October 27, 2024",Pelle Sofia Plus (https://www.notion.so/Pelle-Sofia-Plus-116f56f3c32b807ba301d74d2ea963df?pvs=21),Testa di Moro,40,Pelle,Donna,Firenze Via Doni,No,10,259,169.57,89.43,1.541545454545,
Pelliccia,"October 27, 2024",Pelliccia (https://www.notion.so/Pelliccia-116f56f3c32b8013aadac721b2beb71c?pvs=21),Marrone,One Size,Pelliccia,Donna,Firenze Via Doni,No,20,80,23.4,56.6,4.68,
Eco Pelle,"October 27, 2024",Ecopelle Plus (https://www.notion.so/Ecopelle-Plus-7b23a2f147e34961aa46a10525157900?pvs=21),Nero,3XL,Eco Pelle,Donna,Firenze Via Doni,No,,45,28.35,16.65,1.575,
Neoprene,"October 27, 2024",Neoprene Corto Middle (https://www.notion.so/Neoprene-Corto-Middle-11cf56f3c32b800ab85cc6a28eaf824f?pvs=21),Nero,M,100G,Donna,Firenze Via Doni,No,,65,39.95,25.05,1.598,
Pelliccia,"October 27, 2024",Pelliccia (https://www.notion.so/Pelliccia-116f56f3c32b8013aadac721b2beb71c?pvs=21),Verde,One Size,Pelliccia,Donna,Firenze Via Doni,No,20,80,23.4,56.6,4.68,
Eco Pelle,"October 27, 2024",Eco Pelle Chiodo (https://www.notion.so/Eco-Pelle-Chiodo-af4a1be9344d4145a79b798a1518faee?pvs=21),Nero,S,Eco Pelle,Donna,Firenze Via Doni,No,,35,18.05,16.95,1.805,
Pelliccia,"October 27, 2024",Pelliccia (https://www.notion.so/Pelliccia-116f56f3c32b8013aadac721b2beb71c?pvs=21),Marrone,One Size,Pelliccia,Donna,Firenze Via Doni,No,,100,28,72,5.6,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 27, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Firenze Via Doni,No,,45,30.35,14.65,1.5175,
100g,"October 30, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Celeste,XL,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"October 30, 2024",Fly CS 2 (https://www.notion.so/Fly-CS-2-11ef56f3c32b802b8d8fd5039562a991?pvs=21),Blu,M,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"October 30, 2024",Fly Rush (https://www.notion.so/Fly-Rush-115f56f3c32b80afb634cb94d88db3ab?pvs=21),Bianco,L,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"October 30, 2024",HeD CS Lungo (https://www.notion.so/HeD-CS-Lungo-beb5984dce484c44a9df34a8ba10a7ea?pvs=21),Celeste,50,100G,Donna,Siena,No,,45,30.35,14.65,1.5175,
100g,"October 30, 2024",HeD CS Plus (https://www.notion.so/HeD-CS-Plus-591d14c6e4834b398952642f11b0a12d?pvs=21),Bianco,46,100G,Donna,Siena,No,,55,34.65,20.35,1.575,
100g,"October 30, 2024",Stock (https://www.notion.so/Stock-115f56f3c32b803aa8fcc14ce3dd80aa?pvs=21),Rosso,50,100G,Donna,Siena,No,,35,18.05,16.95,1.805,
100g,"October 30, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,3XL,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"October 30, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,XL,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"October 30, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,3XL,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"October 30, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Verde Fluo,2XL,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"October 30, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Bianco,2XL,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"October 30, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Bianco,3XL,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
Impermeabili,"October 30, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Fucsia,M,Impermeabili,Donna,Siena,No,,65,39.95,25.05,1.598,
Impermeabili,"October 30, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Celeste,L,Impermeabili,Donna,Siena,No,,65,39.95,25.05,1.598,
Impermeabili,"October 30, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Nero,2XL,Impermeabili,Donna,Siena,No,,65,39.95,25.05,1.598,
Neoprene,"October 30, 2024","Neoprene Corto Fly (https://www.notion.so/Neoprene-Corto-Fly-11ef56f3c32b809a8b3ef8ea4071a00c?pvs=21), Neoprene Lungo Fly (https://www.notion.so/Neoprene-Lungo-Fly-138f56f3c32b80a5884df86c3cbb20ae?pvs=21)",Giallo,XL,Neoprene,Donna,Siena,No,,140,87.2,52.8,1.585454545455,
Neoprene,"October 30, 2024","Neoprene Corto Fly (https://www.notion.so/Neoprene-Corto-Fly-11ef56f3c32b809a8b3ef8ea4071a00c?pvs=21), Neoprene Lungo Fly (https://www.notion.so/Neoprene-Lungo-Fly-138f56f3c32b80a5884df86c3cbb20ae?pvs=21)",Nero,S,Neoprene,Donna,Siena,No,,140,87.2,52.8,1.585454545455,
Neoprene,"October 30, 2024","Neoprene Corto Fly (https://www.notion.so/Neoprene-Corto-Fly-11ef56f3c32b809a8b3ef8ea4071a00c?pvs=21), Neoprene Lungo Fly (https://www.notion.so/Neoprene-Lungo-Fly-138f56f3c32b80a5884df86c3cbb20ae?pvs=21)",Nero,2XL,Neoprene,Donna,Siena,No,,140,87.2,52.8,1.585454545455,
Neoprene,"October 30, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,51,Neoprene,Donna,Siena,No,,75,45.25,29.75,1.616071428571,
Spolverini,"October 30, 2024",35 Sport (https://www.notion.so/35-Sport-116f56f3c32b802f9036ec440af7f84e?pvs=21),Blu,M,Spolverini,Donna,Siena,No,,35,20.05,14.95,1.670833333333,
Gilet,"October 30, 2024",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Beige,50,Gilet,Donna,Siena,No,,25,15.75,9.25,1.575,
Pelle Barone,"October 30, 2024",Pelle Nicco (https://www.notion.so/Pelle-Nicco-115f56f3c32b80479af0f12636c42e4a?pvs=21),Nero,S,Pelle,Uomo,Siena,No,,199,132.77,66.23,1.526091954023,
Pelle Barone,"October 30, 2024",Pelle Viola (https://www.notion.so/Pelle-Viola-115f56f3c32b80839712d27b51288394?pvs=21),Nero,M,Pelle,Donna,Siena,No,,189,131.47,57.53,1.493977272727,
100g Anon,"October 30, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Siena,No,,45,30.35,14.65,1.5175,
100g Anon,"October 30, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Siena,No,,45,30.35,14.65,1.5175,
100g Anon,"October 30, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Siena,No,,45,30.35,14.65,1.5175,
100g Anon,"October 30, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Siena,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g Anon,"October 12, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
